EEG_CH1_RAW	EEG_CH1_BP_0p5_20
-503566	-247710.03
-457262	-248053.67
-293069	-248407.36
-478864	-248708.36
-416782	-249027.66
-352499	-249406.78
-447524	-249844.89
-284602	-250405.6
-472925	-251044.58
-346374	-251771.62
-318551	-252447.47
-423311	-252860.3
-252298	-252880.97
-462422	-252350.11
-286591	-251312.95
-301609	-249807.14
-399791	-247971.94
-233342	-246127.56
-455401	-244583.38
-260914	-243788.6
-330085	-243999.52
-398008	-245372.48
-270976	-247962.42
-468919	-251602.47
-260926	-256104.66
-343560	-261015.16
-389078	-265857.06
-252935	-270198.94
-461713	-273631.47
-246248	-276014.03
-338376	-277199.47
-384363	-277225.2
-260317	-276298.6
-461335	-274668.72
-234725	-272767.8
-342568	-270857.12
-375106	-269191.38
-250774	-267981.78
-457797	-267301.56
-232769	-267276.94
-352309	-267794.4
-340641	-268743.5
-233857	-269999.53
-455463	-271388.34
-233011	-272890.78
-346116	-274350.8
-337888	-275697.6
-240072	-276907.06
-456097	-277954.22
-229368	-278990.75
-344647	-280019.4
-334961	-281104.88
-220004	-282320.84
-441920	-283678.4
-213585	-285304.3
-346982	-287110.84
-283225	-289038.47
-218046	-290974.7
-448596	-292759.72
-230893	-294381.78
-341481	-295682.84
-267868	-296604.3
-214860	-297113.53
-445737	-297203.75
-221043	-297056.0
-350382	-296693.7
-299252	-296198.78
-215507	-295614.75
-445845	-294911.97
-225037	-294163.0
-334100	-293238.75
-241839	-292062.28
-214378	-290536.62
-440337	-288597.84
-202111	-286394.7
-336274	-283958.25
-287426	-281453.25
-213314	-279056.25
-413154	-276904.97
-158731	-275270.1
-344702	-274147.66
-278836	-273542.1
-224073	-273355.47
-449012	-273407.66
-227142	-273675.75
-349900	-273984.9
-305329	-274286.44
-223008	-274608.6
-442721	-275000.84
-213482	-275738.47
-357715	-276898.94
-336568	-278562.53
-233941	-280709.7
-449143	-283117.25
-231793	-285606.47
-355922	-287704.0
-320811	-288942.94
-230319	-288881.3
-450273	-287114.38
-225557	-283585.6
-347486	-278245.47
-361676	-271284.53
-245627	-263081.97
-451796	-254044.67
-232411	-244784.12
-359321	-235674.86
-358046	-227039.19
