EEG_CH1_RAW	EEG_CH1_BP_0p5_20
4266	1479.3274
-1179	1439.4506
-1181	1406.234
34	1384.5609
10293	1375.048
4326	1381.4968
-1171	1399.5751
-1196	1427.6731
-7	1461.4696
10326	1493.022
4556	1519.5189
-1166	1532.8239
-1188	1532.583
18	1519.2229
10403	1492.4957
4646	1459.2725
-1149	1421.9062
-1206	1387.6564
43	1362.0847
10566	1346.3052
4811	1344.5853
-1159	1353.1138
-1197	1370.6619
18	1393.6635
10601	1415.0457
5097	1433.3176
-1152	1442.4513
-1201	1442.6315
78	1434.9221
11022	1418.9778
5319	1400.9476
-1149	1381.357
-1206	1365.0059
56	1354.6304
11149	1348.3408
5524	1348.1948
-1144	1349.4957
-1197	1350.9548
27	1350.5442
11021	1343.8512
5551	1333.0754
-1134	1316.2428
-1195	1296.8419
21	1278.5616
10948	1262.2664
5527	1253.94
-1152	1253.0232
-1207	1261.5863
-2	1279.572
10889	1302.4711
5616	1330.2365
-1147	1356.9541
-1214	1381.0828
-44	1401.2377
10673	1414.049
5743	1422.5802
-1133	1425.5558
-1196	1426.2692
29	1427.502
11181	1428.4674
6005	1433.1044
-1130	1439.0925
-1190	1446.9932
76	1456.1426
11421	1462.351
6228	1467.0767
-1120	1466.9253
-1168	1462.8254
99	1455.9165
11462	1444.6814
6391	1433.4996
-1120	1421.6188
-1194	1411.4922
134	1404.6201
11347	1398.758
6339	1396.5736
-1108	1395.2705
-1182	1395.368
122	1396.9792
11254	1397.2804
6344	1399.1304
-1117	1400.5369
-1194	1402.9983
10	1407.4899
10851	1411.5385
6288	1417.4963
-1102	1422.3234
-1196	1426.112
75	1428.4264
11125	1425.8164
6459	1420.5771
-1104	1410.6307
-1188	1397.8538
33	1384.3403
11079	1369.3159
6591	1357.37
-1082	1347.8615
-1190	1342.9021
20	1343.5887
11194	1346.9342
6770	1354.6819
-1091	1363.3427
-1198	1372.3984
4	1381.3325
11041	1386.7975
6717	1391.359
-1070	1393.4996
-1179	1395.0045
-66	1397.7809
11021	1400.3573
6864	1406.2963
-1069	1413.9674
-1176	1424.0343
-61	1436.6451
10933	1448.2733
6928	1460.563
-1064	1470.7318
-1194	1479.2068
-115	1486.9071
10747	1491.9573
6932	1498.0851
-1063	1504.8485
-1204	1514.3615
-146	1528.4832
10850	1545.2214
7080	1567.1486
-1062	1591.7719
-1206	1618.5504
-161	1646.6245
11028	1671.5363
7213	1694.2194
-1047	1711.5359
-1186	1723.3594
-133	1730.3379
10854	1730.3088
7247	1726.8263
-1052	1719.5975
-1197	1710.753
-184	1702.5773
10870	1693.6401
7374	1687.2367
-1034	1682.0212
-1199	1678.3156
-254	1676.3612
10676	1672.6786
7358	1668.8682
-1018	1662.7532
-1194	1654.5753
-300	1645.5173
10426	1633.9337
7262	1623.7675
-1032	1615.2987
-1192	1610.9827
-345	1613.537
10069	1621.7671
7084	1638.6373
-1014	1662.1792
-1206	1691.6603
221	1725.9515
11876	1759.8926
7664	1793.7955
-1011	1823.7637
-1199	1848.5781
-448	1868.4293
9728	1880.9191
7146	1889.1859
-1002	1893.006
-1172	1894.4337
-464	1896.039
9726	1896.4686
7242	1898.5061
-991	1900.3894
-1194	1901.7233
-536	1902.4518
9450	1898.9364
7223	1892.4076
-1002	1880.9089
-1194	1865.0027
-563	1846.6727
9286	1825.0417
7111	1804.1816
-980	1784.5516
-1181	1768.3031
-530	1757.9232
9278	1751.8197
7119	1752.3252
-981	1757.5118
-1206	1766.7367
-600	1779.9236
8902	1793.4603
7016	1808.2069
-992	1821.6355
-1204	1833.2728
-612	1843.8556
8936	1850.914
7208	1856.5939
-980	1859.8093
-1216	1861.1659
-606	1862.2434
9072	1861.125
7318	1860.2656
-965	1858.6393
-1187	1856.6295
-648	1855.575
8528	1853.3171
6975	1851.9017
-962	1849.9996
-1194	1847.914
-266	1846.9213
10128	1844.7252
7859	1843.8104
-937	1843.0322
-1205	1842.3857
-668	1842.897
8593	1841.8589
7329	1840.6359
-939	1837.4016
-1184	1831.9315
-372	1825.5908
9919	1816.6514
8107	1808.6609
-928	1802.2924
-1199	1799.6129
-700	1803.8188
8484	1813.8351
7449	1831.6118
-919	1854.615
-1190	1880.2379
-753	1906.3801
8373	1926.955
7524	1940.3948
-912	1943.1752
-1207	1934.9523
-797	1919.0193
8302	1896.9365
7634	1875.629
-891	1859.1636
-1179	1851.954
-809	1857.9592
8140	1874.5747
7592	1900.1201
-893	1927.2778
-1184	1948.4678
-797	1957.8882
8145	1947.8859
7500	1918.1602
-907	1869.6024
-1199	1808.6177
-816	1746.709
7928	1693.4606
7634	1661.812
-884	1659.0421
-1195	1688.7777
-842	1750.6122
7832	1834.6885
7626	1930.3107
-876	2021.5042
-1204	2093.297
-789	2135.3591
8259	2138.5535
7991	2103.887
-852	2035.6576
-1201	1944.1406
-839	1844.4344
8061	1748.1682
8150	1668.6254
-846	1612.2012
-1201	1581.0635
-842	1574.3824
7932	1583.6093
8246	1601.8762
-840	1619.6881
-1189	1630.1917
-869	1631.7106
7776	1622.1406
7877	1605.9742
-858	1586.6716
-1187	1568.726
-894	1557.4603
7656	1552.1718
8328	1553.2177
-793	1556.5629
-1196	1557.8278
-909	1555.0984
7715	1544.1462
8326	1526.6068
-821	1504.1986
-1199	1480.8569
-966	1463.3666
7409	1453.9948
8199	1456.4684
-798	1469.4569
-1186	1489.3741
-992	1512.7764
7504	1531.5593
8591	1541.8428
-808	1539.8732
-1200	1525.3844
-986	1503.8341
7321	1479.5292
8351	1461.4636
-789	1455.9196
-1182	1467.3014
-984	1498.8832
6953	1546.092
8951	1603.7743
-652	1662.8037
-1204	1713.7238
-896	1751.0299
7649	1768.5564
8756	1767.7363
-744	1751.9802
-1191	1727.8877
-971	1705.8695
7201	1691.677
8559	1691.6537
-766	1706.2208
-1197	1731.5809
-982	1762.8705
7073	1789.2858
8476	1803.1976
-762	1797.1434
-1202	1767.3744
-991	1717.2648
7046	1650.6785
8698	1577.8287
-731	1508.464
-1210	1451.4886
-973	1415.7756
7254	1402.2832
